properties{
  x = 0,
  y = 0,
  width = 1024,
  height = 1024,
  min_layer = 0,
  max_layer = 2,
  world = "outside_world",
  tileset = "light_world",
  music = "same",
}

tile{
  layer = 0,
  x = 320,
  y = 224,
  width = 112,
  height = 8,
  pattern = "clouds",
}

tile{
  layer = 0,
  x = 328,
  y = 40,
  width = 40,
  height = 32,
  pattern = "clouds",
}

tile{
  layer = 0,
  x = 352,
  y = 96,
  width = 48,
  height = 8,
  pattern = "clouds.2",
}

tile{
  layer = 0,
  x = 352,
  y = 72,
  width = 40,
  height = 24,
  pattern = "clouds",
}

tile{
  layer = 0,
  x = 336,
  y = 48,
  width = 8,
  height = 8,
  pattern = "clouds.shadow",
}

tile{
  layer = 0,
  x = 328,
  y = 56,
  width = 16,
  height = 16,
  pattern = "mountain.cliff.corner.3",
}

tile{
  layer = 0,
  x = 344,
  y = 56,
  width = 8,
  height = 8,
  pattern = "clouds.shadow",
}

tile{
  layer = 0,
  x = 208,
  y = 304,
  width = 8,
  height = 8,
  pattern = "78",
}

tile{
  layer = 0,
  x = 784,
  y = 608,
  width = 48,
  height = 16,
  pattern = "78",
}

tile{
  layer = 0,
  x = 928,
  y = 160,
  width = 96,
  height = 160,
  pattern = "123",
}

tile{
  layer = 0,
  x = 1008,
  y = 216,
  width = 16,
  height = 8,
  pattern = "mountain.cliff.5",
}

tile{
  layer = 0,
  x = 992,
  y = 240,
  width = 16,
  height = 48,
  pattern = "75",
}

tile{
  layer = 0,
  x = 1008,
  y = 216,
  width = 16,
  height = 8,
  pattern = "76",
}

tile{
  layer = 0,
  x = 984,
  y = 120,
  width = 40,
  height = 16,
  pattern = "78",
}

tile{
  layer = 0,
  x = 936,
  y = 88,
  width = 48,
  height = 56,
  pattern = "78",
}

tile{
  layer = 0,
  x = 896,
  y = 56,
  width = 40,
  height = 128,
  pattern = "78",
}

tile{
  layer = 0,
  x = 600,
  y = 40,
  width = 304,
  height = 16,
  pattern = "78",
}

tile{
  layer = 0,
  x = 568,
  y = 56,
  width = 56,
  height = 128,
  pattern = "78",
}

tile{
  layer = 0,
  x = 536,
  y = 184,
  width = 360,
  height = 32,
  pattern = "78",
}

tile{
  layer = 0,
  x = 440,
  y = 216,
  width = 448,
  height = 48,
  pattern = "78",
}

tile{
  layer = 0,
  x = 240,
  y = 248,
  width = 400,
  height = 64,
  pattern = "78",
}

tile{
  layer = 0,
  x = 672,
  y = 272,
  width = 272,
  height = 96,
  pattern = "78",
}

tile{
  layer = 0,
  x = 432,
  y = 608,
  width = 48,
  height = 16,
  pattern = "78",
}

tile{
  layer = 0,
  x = 288,
  y = 576,
  width = 64,
  height = 16,
  pattern = "78",
}

tile{
  layer = 0,
  x = 64,
  y = 312,
  width = 848,
  height = 184,
  pattern = "78",
}

tile{
  layer = 0,
  x = 608,
  y = 848,
  width = 416,
  height = 40,
  pattern = "78",
}

tile{
  layer = 0,
  x = 256,
  y = 752,
  width = 768,
  height = 96,
  pattern = "78",
}

tile{
  layer = 0,
  x = 192,
  y = 672,
  width = 752,
  height = 80,
  pattern = "78",
}

tile{
  layer = 0,
  x = 48,
  y = 576,
  width = 200,
  height = 104,
  pattern = "78",
}

tile{
  layer = 0,
  x = 160,
  y = 880,
  width = 752,
  height = 120,
  pattern = "78",
}

tile{
  layer = 0,
  x = 32,
  y = 776,
  width = 160,
  height = 152,
  pattern = "78",
}

tile{
  layer = 0,
  x = 632,
  y = 216,
  width = 16,
  height = 16,
  pattern = "123",
}

tile{
  layer = 0,
  x = 616,
  y = 200,
  width = 112,
  height = 16,
  pattern = "123",
}

tile{
  layer = 0,
  x = 632,
  y = 152,
  width = 256,
  height = 48,
  pattern = "123",
}

tile{
  layer = 0,
  x = 616,
  y = 56,
  width = 272,
  height = 96,
  pattern = "123",
}

tile{
  layer = 0,
  x = 704,
  y = 144,
  width = 8,
  height = 8,
  pattern = "77",
}

tile{
  layer = 0,
  x = 552,
  y = 296,
  width = 16,
  height = 16,
  pattern = "37",
}

tile{
  layer = 0,
  x = 344,
  y = 312,
  width = 240,
  height = 80,
  pattern = "123",
}

tile{
  layer = 0,
  x = 976,
  y = 320,
  width = 48,
  height = 128,
  pattern = "123",
}

tile{
  layer = 0,
  x = 384,
  y = 920,
  width = 64,
  height = 32,
  pattern = "123",
}

tile{
  layer = 0,
  x = 288,
  y = 968,
  width = 32,
  height = 16,
  pattern = "123",
}

tile{
  layer = 0,
  x = 288,
  y = 968,
  width = 8,
  height = 8,
  pattern = "125",
}

tile{
  layer = 0,
  x = 312,
  y = 968,
  width = 8,
  height = 8,
  pattern = "125",
}

tile{
  layer = 0,
  x = 872,
  y = 216,
  width = 16,
  height = 16,
  pattern = "mountain.cliff.border.18",
}

tile{
  layer = 0,
  x = 888,
  y = 232,
  width = 8,
  height = 8,
  pattern = "125",
}

tile{
  layer = 0,
  x = 936,
  y = 72,
  width = 16,
  height = 16,
  pattern = "mountain.cliff.border.17",
}

tile{
  layer = 0,
  x = 952,
  y = 72,
  width = 16,
  height = 16,
  pattern = "mountain.cliff.border.17",
}

tile{
  layer = 0,
  x = 984,
  y = 104,
  width = 16,
  height = 16,
  pattern = "mountain.cliff.border.17",
}

tile{
  layer = 0,
  x = 208,
  y = 232,
  width = 40,
  height = 16,
  pattern = "clouds",
}

tile{
  layer = 0,
  x = 200,
  y = 224,
  width = 120,
  height = 8,
  pattern = "clouds",
}

tile{
  layer = 0,
  x = 200,
  y = 248,
  width = 32,
  height = 8,
  pattern = "clouds",
}

tile{
  layer = 0,
  x = 88,
  y = 208,
  width = 232,
  height = 8,
  pattern = "clouds",
}

tile{
  layer = 0,
  x = 80,
  y = 200,
  width = 24,
  height = 8,
  pattern = "clouds",
}

tile{
  layer = 0,
  x = 72,
  y = 192,
  width = 24,
  height = 8,
  pattern = "clouds",
}

tile{
  layer = 0,
  x = 24,
  y = 160,
  width = 64,
  height = 32,
  pattern = "clouds",
}

tile{
  layer = 0,
  x = 32,
  y = 152,
  width = 24,
  height = 8,
  pattern = "clouds",
}

tile{
  layer = 0,
  x = 24,
  y = 144,
  width = 24,
  height = 8,
  pattern = "clouds",
}

